Brand,Year,Engine_CC,Mileage_kmpl,Fuel_Type,Transmission,Kilometers_Driven,Price_Lakh_INR
Toyota,2018,2005,26.13,Electric,Automatic,146906,4.96
Toyota,2015,1456,23.52,Electric,Automatic,130268,16.58
Hyundai,2020,1389,22.59,CNG,Manual,193091,19.87
Honda,2012,1030,10.28,Petrol,Manual,85396,4.58
Honda,2011,1608,13.97,Petrol,Manual,176738,7.85
Tata,2015,2171,8.13,CNG,Automatic,197528,19.51
Toyota,2007,1278,11.02,CNG,Manual,82813,33.76
Honda,2021,2032,17.66,CNG,Manual,92709,2.43
Mahindra,2018,2572,11.22,CNG,Automatic,139821,32.07
Hyundai,2010,2900,27.84,Electric,Manual,9746,31.6
Ford,2012,2684,25.73,CNG,Automatic,63778,30.22
Mahindra,2009,1833,9.58,Petrol,Manual,126883,14.15
Mahindra,2012,2562,13.48,Diesel,Automatic,186657,17.94
Ford,2006,1547,26.02,Petrol,Manual,109806,15.02
Kia,2019,1263,25.67,CNG,Manual,47399,33.24
Kia,2016,1553,28.8,Electric,Manual,107581,18.97
Hyundai,2021,2640,29.95,CNG,Automatic,32544,4.2
Mahindra,2005,1382,29.48,Diesel,Automatic,108191,10.68
Honda,2019,818,17.02,CNG,Manual,83490,16.98
Toyota,2018,854,13.51,Diesel,Automatic,149085,33.44
Hyundai,2020,2550,24.69,CNG,Automatic,66508,20.56
Tata,2013,1520,14.58,Electric,Automatic,13668,24.82
Ford,2005,2363,25.74,Petrol,Manual,132300,4.47
Mahindra,2021,2355,19.75,Diesel,Manual,129198,30.89
Hyundai,2017,2219,25.47,Petrol,Manual,26712,19.56
Maruti,2009,2967,14.07,CNG,Automatic,10194,32.36
Maruti,2014,2944,19.18,Petrol,Manual,35549,16.42
Kia,2010,2967,20.41,Electric,Manual,52390,24.38
Ford,2023,2360,28.75,Electric,Manual,10350,17.27
Toyota,2017,1976,13.87,Petrol,Manual,141768,6.28
Honda,2005,2068,28.61,Petrol,Manual,102550,10.61
Toyota,2019,2595,25.71,Electric,Manual,47248,3.75
Toyota,2018,1966,24.08,Diesel,Automatic,103572,16.25
Toyota,2012,2670,25.31,Diesel,Manual,122623,23.25
Ford,2014,959,21.32,Electric,Manual,30597,9.66
Toyota,2013,1438,13.37,Electric,Manual,103393,17.93
Tata,2021,1855,12.17,Diesel,Automatic,39693,16.88
Ford,2013,1133,27.06,Petrol,Manual,165103,19.37
Tata,2007,1691,23.95,Petrol,Automatic,84147,7.68
Ford,2015,2816,12.69,CNG,Automatic,130953,19.39
Kia,2016,1151,21.53,Diesel,Automatic,100644,13.7
Hyundai,2014,2162,17.85,Electric,Manual,106551,11.08
Maruti,2021,1725,11.49,CNG,Automatic,22532,21.13
Toyota,2021,2223,19.7,Petrol,Manual,34398,6.46
Kia,2015,2219,14.19,Diesel,Manual,80330,31.67
Hyundai,2008,859,10.12,CNG,Automatic,133713,32.82
Maruti,2011,800,18.27,Petrol,Automatic,97276,23.63
Mahindra,2018,2378,20.98,Electric,Manual,171901,11.66
Honda,2011,1110,9.03,Petrol,Manual,120118,22.47
Tata,2012,1507,16.85,Petrol,Automatic,13015,21.65
Mahindra,2005,1981,13.67,Diesel,Manual,16742,14.61
Ford,2008,2580,8.67,Electric,Manual,8542,11.12
Maruti,2016,2323,10.76,Diesel,Automatic,137445,7.14
Mahindra,2007,2163,11.06,Electric,Manual,75375,8.78
Honda,2017,1657,12.02,CNG,Manual,58331,23.38
Kia,2010,2961,25.67,Petrol,Manual,64992,31.18
Maruti,2015,1718,17.67,Diesel,Manual,82026,14.4
Mahindra,2008,1408,11.24,Electric,Automatic,165878,5.58
Tata,2020,1108,10.21,Diesel,Manual,90934,1.93
Tata,2011,2143,14.55,Petrol,Automatic,142121,15.1
Hyundai,2015,1011,25.56,Petrol,Automatic,158114,9.29
Mahindra,2005,984,16.02,CNG,Manual,179020,12.31
Toyota,2011,2028,11.52,Electric,Manual,30704,9.6
Mahindra,2016,2187,16.89,Electric,Manual,30685,23.75
Kia,2011,2039,20.22,CNG,Manual,69451,22.89
Maruti,2011,1045,8.65,CNG,Automatic,56702,32.06
Maruti,2014,1038,21.81,Electric,Manual,79233,24.94
Kia,2020,2628,16.69,Electric,Automatic,44796,7.03
Mahindra,2012,2214,8.21,Diesel,Manual,30755,26.68
Kia,2013,1319,22.83,Electric,Manual,133710,7.57
Honda,2013,2413,23.67,Diesel,Automatic,169335,20.21
Ford,2006,1076,21.83,Diesel,Automatic,108340,4.08
Kia,2017,1805,15.52,Diesel,Automatic,28521,3.09
Tata,2017,1013,19.65,Diesel,Automatic,70921,17.05
Kia,2008,1405,16.52,Petrol,Automatic,35344,5.02
Maruti,2016,1277,23.41,CNG,Manual,42539,11.77
Tata,2021,1307,20.84,CNG,Automatic,143352,12.85
Maruti,2006,1898,9.8,Electric,Automatic,154352,27.28
Hyundai,2017,2777,22.15,CNG,Manual,164502,12.64
Toyota,2022,941,23.12,CNG,Manual,192232,18.06
Maruti,2019,2517,16.16,Petrol,Automatic,34594,27.38
Tata,2012,1260,27.27,Diesel,Manual,169650,8.36
Hyundai,2019,1469,26.55,Diesel,Manual,96514,28.46
Maruti,2005,2901,11.85,Diesel,Manual,118152,29.37
Honda,2014,2644,27.89,CNG,Manual,8794,34.63
Kia,2016,2418,17.7,CNG,Manual,129168,16.38
Toyota,2009,1199,23.92,Electric,Manual,128777,13.92
Maruti,2013,1467,25.91,Petrol,Automatic,31980,25.02
Hyundai,2012,2322,19.11,Petrol,Automatic,69752,3.45
Honda,2020,2134,16.78,Electric,Manual,10229,2.83
Mahindra,2018,2094,28.14,Electric,Automatic,139027,12.72
Hyundai,2017,2272,13.08,Electric,Automatic,99134,25.94
Kia,2017,2959,13.65,Diesel,Manual,185185,5.4
Hyundai,2009,1038,15.96,Diesel,Manual,7953,22.79
Honda,2020,1843,26.91,Diesel,Manual,153544,10.53
Hyundai,2015,2112,28.65,Diesel,Manual,17010,23.33
Honda,2009,2416,12.84,Electric,Automatic,142310,16.81
Maruti,2017,2521,27.01,Electric,Manual,148818,5.36
Ford,2015,2540,13.68,Electric,Automatic,51788,9.78
Honda,2023,2315,29.35,Diesel,Manual,193194,8.86
Honda,2007,2072,21.14,Diesel,Automatic,14765,7.01
Toyota,2019,1844,8.16,CNG,Manual,131833,17.19
Honda,2011,2335,8.75,Electric,Manual,153518,33.48
Honda,2011,1335,11.24,Petrol,Manual,130076,23.55
Mahindra,2010,2958,12.13,Petrol,Manual,37419,29.51
Ford,2007,1748,24.89,CNG,Automatic,35427,34.37
Maruti,2017,1662,12.9,Diesel,Manual,58703,19.61
Kia,2011,1821,29.32,Electric,Automatic,190898,9.48
Toyota,2009,1233,21.99,Diesel,Automatic,149621,32.58
Mahindra,2022,2203,23.24,Diesel,Manual,11548,24.92
Tata,2012,1582,12.79,Petrol,Manual,168135,33.62
Ford,2021,1787,27.64,Petrol,Automatic,113138,23.31
Maruti,2005,968,22.69,Electric,Manual,190119,27.47
Maruti,2018,1508,27.02,Electric,Automatic,77483,31.34
Tata,2021,1764,29.04,Diesel,Manual,127472,26.93
Kia,2014,2402,10.76,Diesel,Manual,176076,20.35
Honda,2016,1028,10.12,CNG,Manual,42996,17.31
Mahindra,2020,1984,25.67,Diesel,Automatic,17467,29.08
Hyundai,2018,1226,27.05,CNG,Manual,166923,27.36
Toyota,2020,921,20.84,Diesel,Automatic,37737,13.78
Hyundai,2012,2996,16.05,Diesel,Manual,97146,18.19
Tata,2014,910,22.36,Diesel,Automatic,104782,22.77
Maruti,2021,2044,14.72,Electric,Manual,96123,2.45
Kia,2022,2727,13.24,Electric,Automatic,112927,9.79
Maruti,2020,863,18.74,Electric,Manual,117276,9.88
Toyota,2021,2177,12.76,CNG,Automatic,95568,31.09
Maruti,2020,1708,18.64,CNG,Automatic,157466,12.6
Maruti,2023,2571,29.05,Electric,Automatic,180096,19.76
Toyota,2012,2308,26.48,CNG,Automatic,25435,29.36
Mahindra,2010,812,28.72,Electric,Automatic,24960,10.2
Mahindra,2010,1976,25.74,Petrol,Automatic,160551,5.65
Toyota,2013,1038,15.8,Electric,Manual,60805,33.27
Kia,2008,1462,25.86,Petrol,Manual,102569,25.11
Tata,2016,1909,28.3,Diesel,Manual,187516,7.43
Ford,2016,1493,28.83,CNG,Automatic,159661,28.96
Maruti,2021,1981,23.03,CNG,Manual,104442,27.87
Kia,2019,2304,12.65,Electric,Automatic,122233,29.56
Maruti,2013,2702,8.87,Diesel,Automatic,14552,10.75
Ford,2011,875,11.24,Diesel,Manual,85330,16.53
Tata,2014,1128,29.24,Diesel,Manual,160703,24.74
Mahindra,2020,2239,18.17,Diesel,Manual,114687,14.59
Kia,2016,2052,26.81,CNG,Automatic,50105,3.84
Honda,2011,2999,18.23,Electric,Manual,82164,6.07
Honda,2022,871,22.54,Electric,Automatic,36092,21.5
Ford,2019,1024,8.53,Petrol,Automatic,80687,14.07
Honda,2010,1610,13.5,CNG,Automatic,166129,1.68
Mahindra,2016,2848,17.6,Petrol,Manual,113625,27.19
Ford,2015,1477,21.87,Diesel,Manual,43959,15.46
Mahindra,2007,1090,11.77,Electric,Manual,10765,12.01
Tata,2006,2281,24.82,Petrol,Manual,160885,25.4
Maruti,2010,2025,16.02,CNG,Automatic,171879,16.75
Tata,2009,1365,25.98,Electric,Automatic,184581,24.78
Tata,2022,2615,10.16,CNG,Automatic,62732,1.94
Mahindra,2020,1310,22.95,Electric,Automatic,164054,1.82
Ford,2012,1723,14.45,CNG,Manual,90903,20.26
Ford,2015,815,25.5,CNG,Manual,70391,34.4
Honda,2014,1155,16.85,Electric,Automatic,86552,10.62
Hyundai,2016,1629,22.64,CNG,Manual,54338,24.38
Maruti,2010,1901,28.55,CNG,Automatic,53247,7.27
Mahindra,2009,1890,8.45,Diesel,Automatic,163391,11.94
Honda,2013,2546,8.24,Electric,Manual,73964,4.12
Kia,2020,1013,24.95,Petrol,Automatic,163058,31.01
Hyundai,2018,2520,22.22,Electric,Manual,111062,11.9
Hyundai,2012,1248,14.45,Electric,Manual,163882,9.22
Mahindra,2023,2368,18.88,Diesel,Automatic,166799,25.98
Toyota,2018,1509,8.92,Petrol,Manual,106692,8.18
Maruti,2011,1179,12.23,Petrol,Manual,101282,9.55
Hyundai,2009,2688,17.34,Petrol,Automatic,155390,4.97
Mahindra,2022,1847,26.35,CNG,Manual,67422,33.76
Mahindra,2006,1338,18.55,CNG,Manual,156827,9.8
Honda,2015,1552,20.9,CNG,Manual,83648,34.85
Kia,2012,1334,27.22,Petrol,Manual,53069,7.4
Toyota,2005,1472,14.79,Electric,Manual,53599,2.19
Maruti,2016,1864,23.42,Electric,Manual,11859,31.51
Ford,2006,1367,26.96,Petrol,Automatic,189193,20.93
Tata,2022,2236,12.46,Petrol,Manual,33570,13.27
Kia,2011,1214,15.84,Diesel,Automatic,34148,18.7
Kia,2021,1248,29.56,CNG,Automatic,138823,10.23
Honda,2018,1409,29.63,CNG,Automatic,142575,22.76
Ford,2011,2801,12.91,CNG,Automatic,158116,22.15
Hyundai,2007,2597,9.46,Diesel,Automatic,76779,4.19
Hyundai,2010,1504,13.96,Diesel,Automatic,110104,32.01
Honda,2006,1865,16.75,Diesel,Manual,185553,16.93
Mahindra,2021,1533,17.7,Petrol,Manual,182216,8.04
Hyundai,2016,1599,21.61,Diesel,Automatic,187393,11.8
Toyota,2016,2857,27.79,Electric,Automatic,106310,30.52
Maruti,2021,2660,15.27,Petrol,Automatic,101116,14.34
Kia,2014,2986,26.7,Petrol,Manual,27224,20.33
Kia,2007,2690,10.06,CNG,Manual,77681,33.25
Toyota,2022,1530,8.92,CNG,Automatic,122211,23.33
Ford,2017,995,19.09,Diesel,Automatic,130669,24.14
Hyundai,2016,1897,9.31,Electric,Automatic,58374,9.83
Kia,2021,2438,16.63,Petrol,Automatic,24299,23.89
Tata,2008,2458,27.73,Petrol,Automatic,149569,14.69
Ford,2014,1925,13.31,Petrol,Automatic,96884,32.02
Maruti,2015,1063,23.53,CNG,Manual,64482,5.84
Maruti,2010,1719,14.65,CNG,Manual,59826,11.07
Kia,2010,960,8.99,Electric,Manual,93109,3.71
Honda,2013,2056,20.25,CNG,Automatic,187296,14.26
Ford,2019,2610,26.37,Electric,Manual,133865,6.47
Kia,2006,1569,17.01,CNG,Manual,135754,29.81
Honda,2008,1110,21.58,Electric,Automatic,130276,32.49
Kia,2009,1026,27.8,CNG,Automatic,84458,23.93
Tata,2021,1072,25.37,CNG,Automatic,69490,4.96
Ford,2012,1116,12.27,Diesel,Automatic,81543,12.94
Mahindra,2012,2722,24.13,Diesel,Automatic,5872,33.81
Maruti,2016,2292,19.04,Diesel,Manual,86330,6.07
Kia,2012,2694,24.41,Electric,Manual,159953,20.14
Tata,2023,2401,18.88,Electric,Automatic,27388,13.32
Honda,2007,2592,10.82,Electric,Automatic,60589,34.97
Honda,2022,2250,20.54,Electric,Manual,181373,11.06
Maruti,2023,2725,18.83,Diesel,Manual,127021,3.1
Toyota,2023,1366,19.39,Petrol,Manual,41800,25.02
Kia,2019,1051,27.34,CNG,Automatic,85223,12.45
Ford,2010,2356,27.69,CNG,Automatic,77702,23.53
Hyundai,2020,1474,17.98,Electric,Automatic,13885,5.01
Honda,2012,2915,18.03,Diesel,Automatic,94362,19.02
Ford,2020,2402,19.33,Petrol,Manual,18026,14.07
Ford,2022,1313,19.43,Diesel,Manual,58189,19.48
Mahindra,2020,1241,28.91,CNG,Automatic,28585,30.09
Ford,2015,800,22.29,Electric,Manual,18006,34.09
Ford,2011,1938,14.1,Electric,Automatic,33532,26.73
Mahindra,2021,1702,19.69,Diesel,Manual,11642,27.19
Honda,2021,2423,21.8,Electric,Automatic,149628,19.22
Ford,2016,2020,22.07,Petrol,Automatic,47237,4.76
Toyota,2017,1655,20.88,CNG,Manual,42996,23.85
Toyota,2014,1817,11.91,Petrol,Manual,145211,6.45
Tata,2011,1983,8.74,Diesel,Manual,124268,9.73
Mahindra,2018,1384,15.43,CNG,Manual,182180,25.2
Tata,2005,1254,17.41,Petrol,Manual,70933,23.51
Mahindra,2021,995,9.36,Petrol,Automatic,119909,12.03
Kia,2008,1398,25.93,Petrol,Automatic,52374,27.36
Kia,2009,2132,15.57,CNG,Automatic,170617,32.97
Ford,2011,2559,28.1,CNG,Manual,36117,19.77
Hyundai,2014,1355,11.4,Electric,Automatic,58106,24.2
Kia,2021,2317,9.25,Diesel,Manual,196938,10.6
Hyundai,2011,1238,18.61,Electric,Manual,27112,34.02
Kia,2005,1158,12.16,Diesel,Manual,36100,10.67
Maruti,2011,1857,28.62,CNG,Automatic,135423,31.23
Kia,2015,1911,8.23,Petrol,Automatic,22158,32.58
Tata,2013,2863,17.08,Electric,Manual,103643,25.61
Honda,2016,1220,28.39,CNG,Automatic,71832,28.69
Ford,2007,1352,16.46,CNG,Automatic,70823,16.84
Tata,2008,1949,10.05,CNG,Manual,120580,32.3
Honda,2008,1831,14.66,Electric,Manual,123967,26.38
Toyota,2017,2291,18.96,CNG,Automatic,56005,12.45
Tata,2023,1679,12.07,Diesel,Automatic,169409,2.67
Toyota,2014,2685,18.26,Diesel,Manual,26102,19.62
Hyundai,2009,1651,26.4,Petrol,Automatic,68673,29.66
Hyundai,2011,1309,27.2,Electric,Automatic,30218,30.33
Maruti,2020,2659,9.08,Electric,Automatic,57824,29.48
Kia,2005,2563,11.54,Electric,Manual,183655,8.69
Tata,2016,1765,14.06,Electric,Manual,126679,15.78
Toyota,2006,2658,21.09,Electric,Manual,175613,22.06
Honda,2011,1713,15.94,CNG,Automatic,131208,23.86
Hyundai,2015,2190,26.57,CNG,Manual,23935,12.71
Kia,2017,2311,23.77,Diesel,Manual,87029,24.7
Hyundai,2006,2865,10.21,Electric,Automatic,50269,21.3
Honda,2011,2903,21.74,Electric,Automatic,92613,20.49
Kia,2019,1858,10.49,Electric,Automatic,144831,23.71
Kia,2015,1593,13.61,Diesel,Automatic,108860,21.71
Toyota,2006,2396,11.91,Electric,Manual,159560,7.09
Toyota,2011,2606,11.81,Electric,Manual,196287,30.79
Tata,2008,1146,21.56,CNG,Automatic,14549,9.56
Tata,2015,1855,20.4,Diesel,Manual,165590,26.44
Mahindra,2006,1707,11.87,CNG,Manual,62125,7.41
Ford,2020,1823,29.78,Petrol,Automatic,108375,23.64
Mahindra,2011,1375,17.28,Electric,Automatic,192594,31.51
Maruti,2017,998,10.14,Petrol,Automatic,171086,1.83
Hyundai,2009,2165,10.65,Electric,Manual,179587,34.32
Tata,2021,2798,20.85,Petrol,Manual,113872,2.49
Toyota,2016,2054,29.54,CNG,Manual,92932,1.88
Honda,2023,1816,20.58,Diesel,Manual,46083,30.23
Toyota,2011,825,28.88,Petrol,Manual,191567,25.24
Hyundai,2010,2358,17.77,CNG,Manual,70610,5.04
Mahindra,2012,1270,17.59,Petrol,Automatic,138060,32.9
Toyota,2017,1450,19.0,Petrol,Automatic,111652,24.01
Ford,2009,1685,23.34,Diesel,Automatic,198669,5.22
Maruti,2006,1729,16.09,CNG,Automatic,167103,30.33
Hyundai,2013,2544,27.01,Diesel,Manual,110591,17.61
Mahindra,2015,1675,8.64,Electric,Automatic,73619,10.82
Ford,2010,1741,17.67,Diesel,Automatic,90738,29.14
Honda,2011,2108,19.24,Diesel,Automatic,53934,26.24
Mahindra,2011,1371,21.35,Petrol,Automatic,49939,22.37
Kia,2023,853,14.07,Petrol,Manual,149928,31.6
Ford,2010,1404,17.4,Petrol,Manual,184967,30.35
Ford,2015,1124,18.66,CNG,Manual,193498,9.1
Maruti,2015,1684,23.11,Diesel,Automatic,181820,30.94
Hyundai,2011,1064,25.02,Electric,Automatic,182379,14.03
Honda,2006,1181,24.23,Petrol,Manual,40833,15.96
Maruti,2023,2036,15.51,Electric,Automatic,12954,34.07
Mahindra,2008,2181,29.99,Diesel,Automatic,171073,26.96
Maruti,2010,2905,26.67,Diesel,Manual,53338,12.27
Ford,2021,2317,13.72,Diesel,Automatic,178816,23.21
Hyundai,2009,2333,12.29,Electric,Automatic,41936,19.57
Tata,2011,2591,14.91,Electric,Automatic,90932,5.41
Maruti,2013,1346,17.95,Electric,Automatic,61338,31.24
Kia,2005,1670,26.72,Diesel,Automatic,11308,29.03
Maruti,2005,2950,25.12,Diesel,Automatic,171154,27.55
Mahindra,2023,2023,26.73,Petrol,Automatic,157703,20.23
Mahindra,2010,1664,13.98,CNG,Automatic,189216,8.9
Honda,2022,2765,21.06,Electric,Automatic,138986,31.11
Mahindra,2014,1197,14.23,CNG,Automatic,115020,13.32
Toyota,2015,2561,10.4,Electric,Manual,47301,2.17
Hyundai,2005,1191,23.05,Electric,Manual,90854,34.39
Hyundai,2005,2953,11.15,CNG,Manual,73237,30.35
Tata,2017,2412,22.69,CNG,Manual,185257,22.36
Tata,2009,1877,22.26,Electric,Automatic,105449,1.92
Hyundai,2005,2100,25.83,Diesel,Manual,198745,9.13
Kia,2007,2958,11.07,Petrol,Manual,60611,16.64
Tata,2022,2922,25.24,Electric,Manual,78023,22.54
Honda,2013,1163,29.98,Petrol,Manual,129159,25.22
Mahindra,2018,2224,26.72,Diesel,Manual,59825,27.91
Hyundai,2021,1645,24.54,Diesel,Automatic,54556,20.11
Ford,2018,2127,22.57,Petrol,Manual,173551,23.48
Tata,2008,1191,17.28,Electric,Automatic,39692,28.68
Hyundai,2009,1840,24.07,Petrol,Automatic,129737,25.61
Toyota,2021,2859,23.93,Electric,Automatic,94541,33.49
Maruti,2006,2846,21.89,CNG,Automatic,120569,30.8
Mahindra,2009,945,25.52,Electric,Manual,67652,7.17
Hyundai,2008,2105,17.87,CNG,Automatic,76559,33.24
Maruti,2008,2372,10.67,CNG,Automatic,129819,8.34
Tata,2010,2832,20.3,Petrol,Automatic,86283,34.71
Maruti,2017,1564,13.83,CNG,Manual,118806,24.99
Mahindra,2009,2169,16.46,Petrol,Automatic,88165,22.52
Hyundai,2011,1298,8.38,Petrol,Manual,79167,12.36
Toyota,2005,2766,16.42,Diesel,Manual,165275,5.96
Kia,2018,1965,25.79,Petrol,Automatic,182431,5.73
Tata,2008,2560,19.94,Diesel,Automatic,179856,30.53
Hyundai,2021,917,8.22,Diesel,Automatic,190591,15.99
Mahindra,2018,1164,18.34,Petrol,Automatic,194694,20.26
Tata,2020,2781,14.41,Electric,Manual,176532,32.72
Honda,2018,935,18.51,Electric,Automatic,89868,10.05
Maruti,2020,1900,16.9,Petrol,Manual,78663,27.09
Kia,2012,2671,28.5,CNG,Manual,23989,17.26
Mahindra,2007,817,8.91,Petrol,Manual,93397,8.63
Honda,2023,2690,23.04,CNG,Manual,88014,30.07
Ford,2005,1004,26.72,Electric,Automatic,116557,24.28
Hyundai,2006,1298,29.1,CNG,Manual,166850,4.68
Toyota,2019,1394,11.91,Petrol,Manual,141173,19.65
Tata,2014,1361,19.69,CNG,Automatic,137146,30.03
Maruti,2022,2104,8.96,Diesel,Automatic,21399,3.74
Tata,2018,1439,18.98,Diesel,Automatic,39295,15.45
Kia,2021,2726,10.76,Petrol,Automatic,127930,28.47
Hyundai,2017,1114,26.43,Petrol,Manual,103015,30.25
Tata,2005,1700,10.51,Petrol,Manual,73735,27.47
Maruti,2009,2550,19.29,Electric,Manual,81969,11.74
Hyundai,2017,1603,19.46,Electric,Manual,68242,18.48
Tata,2018,2360,29.38,Electric,Manual,45568,26.33
Toyota,2007,2252,22.41,Diesel,Manual,114532,6.61
Mahindra,2019,2043,14.33,CNG,Automatic,84027,21.43
Hyundai,2023,2470,13.3,Diesel,Automatic,105296,25.63
Mahindra,2021,2827,10.82,CNG,Manual,122641,29.97
Ford,2007,2568,24.64,CNG,Manual,55083,5.24
Hyundai,2020,2800,23.2,Petrol,Manual,158900,12.54
Toyota,2018,1889,21.42,Petrol,Manual,17805,19.65
Mahindra,2016,2246,8.9,Electric,Manual,89058,24.99
Honda,2016,2972,24.78,Petrol,Automatic,140361,25.96
Maruti,2015,1969,22.12,Diesel,Automatic,57552,9.98
Honda,2021,1414,29.21,Diesel,Automatic,96199,1.96
Tata,2012,1186,20.92,Diesel,Manual,149677,24.74
Toyota,2021,2205,14.69,Petrol,Manual,115532,31.96
Honda,2015,923,16.39,Petrol,Automatic,144489,28.22
Hyundai,2006,2613,11.87,CNG,Manual,15573,22.35
Tata,2014,2424,23.9,CNG,Manual,82769,34.25
Tata,2014,1981,23.57,Petrol,Manual,32710,16.01
Honda,2015,1527,12.41,Diesel,Manual,137974,19.09
Ford,2010,1941,11.49,Petrol,Automatic,115150,1.91
Honda,2008,1158,9.69,Electric,Manual,139675,33.19
Ford,2016,1242,28.06,Electric,Automatic,92372,21.04
Toyota,2015,1772,13.13,Diesel,Manual,78972,14.59
Maruti,2017,1160,15.57,Electric,Automatic,113607,2.99
Honda,2009,1652,14.17,Petrol,Automatic,137832,13.64
Kia,2010,2424,17.1,Petrol,Manual,100497,1.62
Ford,2005,2411,23.71,CNG,Automatic,109609,12.37
Honda,2010,2556,27.15,Electric,Automatic,32692,33.37
Mahindra,2022,1823,12.02,Electric,Automatic,127686,6.67
Hyundai,2013,2707,23.1,Electric,Automatic,150164,19.77
Kia,2019,2730,15.76,Electric,Automatic,111520,7.75
Kia,2012,1040,29.57,Diesel,Manual,117510,27.74
Ford,2023,1465,14.58,Diesel,Automatic,91315,20.34
Mahindra,2020,1965,8.16,Petrol,Manual,75880,8.27
Mahindra,2010,1775,19.34,Electric,Automatic,144337,30.52
Tata,2010,2839,11.32,CNG,Automatic,51195,27.76
Ford,2007,2878,8.98,Petrol,Manual,19916,33.37
Maruti,2014,1022,23.36,Petrol,Automatic,176721,1.52
Hyundai,2005,2627,24.11,Diesel,Automatic,148334,16.81
Toyota,2018,2105,18.14,Petrol,Automatic,193206,34.99
Kia,2008,1587,22.89,CNG,Manual,180194,28.67
Toyota,2016,1355,19.84,Electric,Manual,18873,29.35
Honda,2010,2909,21.86,Petrol,Automatic,52011,22.31
Honda,2015,1646,21.13,CNG,Manual,9187,25.38
Toyota,2016,1894,22.65,Diesel,Automatic,81522,28.48
Honda,2014,2359,12.39,Diesel,Manual,104714,4.59
Maruti,2022,939,13.91,Electric,Manual,131366,24.7
Mahindra,2011,2163,17.68,Petrol,Manual,167619,28.82
Honda,2011,1389,17.81,CNG,Automatic,41380,2.87
Tata,2015,2549,25.04,Diesel,Manual,28723,11.45
Honda,2008,1340,16.08,CNG,Automatic,107771,12.35
Hyundai,2005,1090,11.58,Diesel,Manual,133497,30.13
Maruti,2017,2890,13.53,Diesel,Automatic,108659,27.64
Hyundai,2022,2055,12.72,Electric,Automatic,18460,23.49
Hyundai,2013,2035,24.1,CNG,Manual,102055,28.46
Tata,2013,807,18.35,CNG,Manual,25379,16.69
Maruti,2013,2457,23.59,CNG,Automatic,192092,30.81
Maruti,2014,1282,17.16,Diesel,Automatic,49718,9.35
Ford,2006,2889,27.57,Electric,Manual,144874,25.1
Maruti,2010,1132,29.64,CNG,Manual,143717,9.6
Maruti,2019,2056,22.74,Petrol,Automatic,173055,2.84
Maruti,2007,1839,27.0,CNG,Automatic,137910,11.02
Tata,2015,2916,19.17,Diesel,Automatic,174488,18.01
Honda,2010,2900,28.56,Electric,Automatic,77220,29.76
Ford,2007,1484,26.29,CNG,Manual,162743,18.55
Hyundai,2015,1793,29.82,CNG,Manual,67849,7.5
Maruti,2019,2597,21.71,CNG,Manual,61447,34.76
Kia,2017,2624,25.14,Petrol,Manual,188797,10.55
Honda,2014,2605,19.94,Diesel,Manual,45382,34.51
Honda,2010,2502,13.7,Petrol,Manual,92619,32.87
Hyundai,2019,862,15.8,Petrol,Automatic,45953,19.67
Tata,2022,1060,27.67,Diesel,Manual,28536,4.58
Toyota,2022,1657,9.23,Diesel,Automatic,11182,24.8
Toyota,2011,2063,21.01,CNG,Manual,161804,29.83
Honda,2019,2288,16.19,Diesel,Manual,107723,16.42
Mahindra,2022,1930,16.51,CNG,Automatic,111547,9.51
Mahindra,2022,2830,27.46,Petrol,Manual,110395,28.39
Hyundai,2013,979,26.78,CNG,Automatic,21284,19.76
Toyota,2006,1154,21.17,Diesel,Automatic,15375,8.12
Honda,2012,1733,14.0,CNG,Automatic,63771,33.31
Tata,2006,1388,18.46,Petrol,Manual,53709,33.26
Toyota,2015,2560,16.98,Diesel,Automatic,162471,13.8
Honda,2011,1404,15.78,Diesel,Automatic,191884,3.64
Honda,2010,973,10.26,Electric,Automatic,156911,22.63
Maruti,2014,1153,19.95,CNG,Automatic,191003,12.13
Tata,2009,2138,14.64,CNG,Automatic,28788,3.72
Maruti,2015,1233,22.54,CNG,Manual,119755,31.38
Hyundai,2005,1058,15.02,Petrol,Manual,148078,34.94
Maruti,2006,1667,17.49,Petrol,Manual,145437,13.24
Kia,2005,2852,9.15,Diesel,Automatic,58728,26.45
Maruti,2023,2803,29.84,Diesel,Manual,198950,3.7
Kia,2006,1395,19.17,Petrol,Manual,11056,13.89
Toyota,2008,2468,8.53,CNG,Automatic,181348,5.14
Mahindra,2016,1193,19.91,CNG,Automatic,128140,3.35
Ford,2022,1135,27.15,Petrol,Manual,64657,21.22
Ford,2005,2910,25.0,CNG,Manual,153132,28.37
Honda,2005,843,23.42,Petrol,Manual,12223,16.67
Ford,2018,1653,11.07,CNG,Automatic,36573,19.06
Kia,2008,1074,22.47,CNG,Manual,109855,10.57
Tata,2009,1225,24.86,Electric,Manual,101724,26.17
Maruti,2015,1282,20.59,Diesel,Manual,25323,13.6
Kia,2017,1013,27.64,CNG,Manual,134785,3.76
Tata,2020,2926,14.09,CNG,Automatic,93577,7.04
Mahindra,2017,938,13.33,Petrol,Manual,79920,5.8
Ford,2006,1749,27.13,Electric,Automatic,48582,16.1
Mahindra,2020,897,21.76,Electric,Manual,71201,3.68
